condition,segment_id,video_name,frame,time_sec,gt_violation,worker_count,extinguisher_count,max_worker_conf,max_extinguisher_conf,pred_violation,pred_reason
clean,0,RWL_VID_00001.mp4,397,13.233,0,1,2,0.8071178793907166,0.8381823897361755,0,合规/无工人
clean,0,RWL_VID_00001.mp4,398,13.267,0,1,2,0.8154287934303284,0.8423972725868225,0,合规/无工人
clean,0,RWL_VID_00001.mp4,399,13.3,0,1,2,0.8155601024627686,0.8449169397354126,0,合规/无工人
clean,0,RWL_VID_00001.mp4,400,13.333,0,1,2,0.8137751817703247,0.8473638296127319,0,合规/无工人
clean,0,RWL_VID_00001.mp4,401,13.367,0,1,2,0.8080207705497742,0.8386974334716797,0,合规/无工人
clean,0,RWL_VID_00001.mp4,402,13.4,0,1,2,0.8087424039840698,0.8441157341003418,0,合规/无工人
clean,0,RWL_VID_00001.mp4,403,13.433,0,1,2,0.8098674416542053,0.8432152271270752,0,合规/无工人
clean,0,RWL_VID_00001.mp4,404,13.467,0,1,2,0.8071229457855225,0.8456355929374695,0,合规/无工人
clean,0,RWL_VID_00001.mp4,405,13.5,0,1,2,0.804911732673645,0.8414239287376404,0,合规/无工人
clean,0,RWL_VID_00001.mp4,406,13.533,0,1,2,0.8094238638877869,0.8492466807365417,0,合规/无工人
clean,0,RWL_VID_00001.mp4,407,13.567,0,1,2,0.8022911548614502,0.8442851901054382,0,合规/无工人
clean,0,RWL_VID_00001.mp4,408,13.6,0,1,2,0.8042005896568298,0.8431756496429443,0,合规/无工人
clean,0,RWL_VID_00001.mp4,409,13.633,0,1,2,0.7954578399658203,0.8385143876075745,0,合规/无工人
clean,0,RWL_VID_00001.mp4,410,13.667,0,1,2,0.796588659286499,0.8344224095344543,0,合规/无工人
clean,0,RWL_VID_00001.mp4,411,13.7,0,1,2,0.8023275136947632,0.8402890563011169,0,合规/无工人
clean,0,RWL_VID_00001.mp4,412,13.733,0,1,2,0.8006757497787476,0.8428407907485962,0,合规/无工人
clean,0,RWL_VID_00001.mp4,413,13.767,0,1,2,0.8038231134414673,0.8443904519081116,0,合规/无工人
clean,0,RWL_VID_00001.mp4,414,13.8,0,1,2,0.797315239906311,0.8353770971298218,0,合规/无工人
clean,0,RWL_VID_00001.mp4,415,13.833,0,1,2,0.8018689155578613,0.8391388058662415,0,合规/无工人
clean,0,RWL_VID_00001.mp4,416,13.867,0,1,2,0.8007593154907227,0.8411785960197449,0,合规/无工人
clean,0,RWL_VID_00001.mp4,417,13.9,0,1,2,0.8058617115020752,0.8396304249763489,0,合规/无工人
clean,0,RWL_VID_00001.mp4,418,13.933,0,1,2,0.7988957762718201,0.8357024192810059,0,合规/无工人
clean,0,RWL_VID_00001.mp4,419,13.967,0,1,2,0.7961293458938599,0.8349187970161438,0,合规/无工人
clean,0,RWL_VID_00001.mp4,420,14.0,0,1,2,0.7929812669754028,0.8399026989936829,0,合规/无工人
clean,0,RWL_VID_00001.mp4,421,14.033,0,1,2,0.7889600396156311,0.8375573754310608,0,合规/无工人
clean,0,RWL_VID_00001.mp4,422,14.067,0,1,2,0.7931198477745056,0.8414750099182129,0,合规/无工人
clean,0,RWL_VID_00001.mp4,423,14.1,0,1,2,0.7920144200325012,0.8288432955741882,0,合规/无工人
clean,0,RWL_VID_00001.mp4,424,14.133,0,1,2,0.792610228061676,0.8316088318824768,0,合规/无工人
clean,0,RWL_VID_00001.mp4,425,14.167,0,1,2,0.7884591817855835,0.8357688784599304,0,合规/无工人
clean,0,RWL_VID_00001.mp4,426,14.2,0,1,2,0.7960397601127625,0.8349389433860779,0,合规/无工人
clean,0,RWL_VID_00001.mp4,427,14.233,0,1,2,0.788476824760437,0.8375212550163269,0,合规/无工人
clean,0,RWL_VID_00001.mp4,428,14.267,0,1,2,0.7889140844345093,0.832219123840332,0,合规/无工人
clean,0,RWL_VID_00001.mp4,429,14.3,0,1,2,0.7934329509735107,0.8327122330665588,0,合规/无工人
clean,0,RWL_VID_00001.mp4,430,14.333,0,1,2,0.7920035123825073,0.83509361743927,0,合规/无工人
clean,0,RWL_VID_00001.mp4,431,14.367,0,1,2,0.7846487164497375,0.8375352621078491,0,合规/无工人
clean,0,RWL_VID_00001.mp4,432,14.4,0,1,2,0.8092291951179504,0.8159530758857727,0,合规/无工人
clean,0,RWL_VID_00001.mp4,433,14.433,0,1,2,0.8067492842674255,0.809342086315155,0,合规/无工人
clean,0,RWL_VID_00001.mp4,434,14.467,0,1,2,0.7959258556365967,0.8158011436462402,0,合规/无工人
clean,0,RWL_VID_00001.mp4,435,14.5,0,1,2,0.8103017210960388,0.8085301518440247,0,合规/无工人
clean,0,RWL_VID_00001.mp4,436,14.533,0,1,2,0.8094425797462463,0.8123757243156433,0,合规/无工人
clean,0,RWL_VID_00001.mp4,437,14.567,0,1,2,0.7913986444473267,0.8183883428573608,0,合规/无工人
clean,0,RWL_VID_00001.mp4,438,14.6,0,1,2,0.8021482229232788,0.8251492977142334,0,合规/无工人
clean,0,RWL_VID_00001.mp4,439,14.633,0,1,2,0.7856187224388123,0.8186677098274231,0,合规/无工人
clean,0,RWL_VID_00001.mp4,440,14.667,0,1,2,0.7927889227867126,0.8151359558105469,0,合规/无工人
clean,0,RWL_VID_00001.mp4,441,14.7,0,1,2,0.7953729033470154,0.8090667724609375,0,合规/无工人
clean,0,RWL_VID_00001.mp4,442,14.733,0,1,2,0.8260787129402161,0.7969624996185303,0,合规/无工人
clean,0,RWL_VID_00001.mp4,443,14.767,0,1,2,0.8414767980575562,0.7939751744270325,0,合规/无工人
clean,0,RWL_VID_00001.mp4,444,14.8,0,1,2,0.8315388560295105,0.8038367629051208,0,合规/无工人
clean,0,RWL_VID_00001.mp4,445,14.833,0,1,2,0.8337495923042297,0.8158605694770813,0,合规/无工人
clean,0,RWL_VID_00001.mp4,446,14.867,0,1,2,0.8332040309906006,0.8232972025871277,0,合规/无工人
clean,0,RWL_VID_00001.mp4,447,14.9,0,1,2,0.8267286419868469,0.8318597674369812,0,合规/无工人
clean,0,RWL_VID_00001.mp4,448,14.933,0,1,2,0.8446879386901855,0.8430087566375732,0,合规/无工人
clean,0,RWL_VID_00001.mp4,449,14.967,0,1,2,0.8206393122673035,0.8352614641189575,0,合规/无工人
clean,0,RWL_VID_00001.mp4,450,15.0,0,1,2,0.8430877327919006,0.8408114910125732,0,合规/无工人
clean,0,RWL_VID_00001.mp4,451,15.033,0,1,2,0.8433270454406738,0.8386349678039551,0,合规/无工人
clean,0,RWL_VID_00001.mp4,452,15.067,0,1,2,0.8467971682548523,0.8572819232940674,0,合规/无工人
clean,0,RWL_VID_00001.mp4,453,15.1,0,1,2,0.848332405090332,0.8580624461174011,0,合规/无工人
clean,0,RWL_VID_00001.mp4,454,15.133,0,1,2,0.8106812834739685,0.8587959408760071,0,合规/无工人
clean,0,RWL_VID_00001.mp4,455,15.167,0,1,2,0.8097901344299316,0.844788670539856,0,合规/无工人
clean,0,RWL_VID_00001.mp4,456,15.2,0,1,2,0.8269657492637634,0.8255016803741455,0,合规/无工人
clean,0,RWL_VID_00001.mp4,457,15.233,0,1,2,0.8154858946800232,0.857408881187439,0,合规/无工人
clean,0,RWL_VID_00001.mp4,458,15.267,0,1,2,0.8081350922584534,0.8512446284294128,0,合规/无工人
clean,0,RWL_VID_00001.mp4,459,15.3,0,1,2,0.7904532551765442,0.8371630907058716,0,合规/无工人
clean,0,RWL_VID_00001.mp4,460,15.333,0,1,2,0.8198226094245911,0.8495101928710938,0,合规/无工人
clean,0,RWL_VID_00001.mp4,461,15.367,0,1,2,0.8111236095428467,0.8382446765899658,0,合规/无工人
clean,0,RWL_VID_00001.mp4,462,15.4,0,1,2,0.8152152299880981,0.8520782589912415,0,合规/无工人
clean,0,RWL_VID_00001.mp4,463,15.433,0,1,2,0.8006188273429871,0.8656473159790039,0,合规/无工人
clean,0,RWL_VID_00001.mp4,464,15.467,0,1,2,0.7787739038467407,0.8564925789833069,0,合规/无工人
clean,0,RWL_VID_00001.mp4,465,15.5,0,1,2,0.7948442101478577,0.836583137512207,0,合规/无工人
clean,0,RWL_VID_00001.mp4,466,15.533,0,1,2,0.7865687012672424,0.8577241897583008,0,合规/无工人
clean,0,RWL_VID_00001.mp4,467,15.567,0,1,2,0.7926027774810791,0.8498322367668152,0,合规/无工人
clean,0,RWL_VID_00001.mp4,468,15.6,0,1,2,0.7898194193840027,0.8287588953971863,0,合规/无工人
clean,0,RWL_VID_00001.mp4,469,15.633,0,1,2,0.7580217123031616,0.7982540726661682,0,合规/无工人
clean,0,RWL_VID_00001.mp4,470,15.667,0,1,2,0.7307276129722595,0.8242535591125488,0,合规/无工人
clean,0,RWL_VID_00001.mp4,471,15.7,0,1,2,0.7939140200614929,0.8559107780456543,0,合规/无工人
clean,0,RWL_VID_00001.mp4,472,15.733,0,1,2,0.8197368383407593,0.8466035723686218,0,合规/无工人
clean,0,RWL_VID_00001.mp4,473,15.767,0,1,2,0.8298419117927551,0.8196802735328674,0,合规/无工人
clean,0,RWL_VID_00001.mp4,474,15.8,0,1,2,0.8002218008041382,0.7890357375144958,0,合规/无工人
clean,0,RWL_VID_00001.mp4,475,15.833,0,1,2,0.8220372200012207,0.818017840385437,0,合规/无工人
clean,0,RWL_VID_00001.mp4,476,15.867,0,1,2,0.7868329882621765,0.8083304762840271,0,合规/无工人
clean,0,RWL_VID_00001.mp4,477,15.9,0,1,2,0.8007512092590332,0.7936145067214966,0,合规/无工人
clean,0,RWL_VID_00001.mp4,478,15.933,0,1,2,0.7666572332382202,0.8160882592201233,0,合规/无工人
clean,0,RWL_VID_00001.mp4,479,15.967,0,1,2,0.7756356596946716,0.8162745833396912,0,合规/无工人
clean,1,RWL_VID_00001.mp4,540,18.0,0,1,2,0.8324549198150635,0.8033410906791687,0,合规/无工人
clean,1,RWL_VID_00001.mp4,541,18.033,0,1,2,0.8322129249572754,0.8008953928947449,0,合规/无工人
clean,1,RWL_VID_00001.mp4,542,18.067,0,1,2,0.8199619054794312,0.8024704456329346,0,合规/无工人
clean,1,RWL_VID_00001.mp4,543,18.1,0,1,2,0.8291208744049072,0.8500030636787415,0,合规/无工人
clean,1,RWL_VID_00001.mp4,544,18.133,0,1,2,0.831836462020874,0.8348765969276428,0,合规/无工人
clean,1,RWL_VID_00001.mp4,545,18.167,0,1,2,0.8348322510719299,0.830403208732605,0,合规/无工人
clean,1,RWL_VID_00001.mp4,546,18.2,0,1,2,0.8446227312088013,0.8143303990364075,0,合规/无工人
clean,1,RWL_VID_00001.mp4,547,18.233,0,1,2,0.8518918752670288,0.797085702419281,0,合规/无工人
clean,1,RWL_VID_00001.mp4,548,18.267,0,1,2,0.8356601595878601,0.8529504537582397,0,合规/无工人
clean,1,RWL_VID_00001.mp4,549,18.3,0,1,2,0.8090145587921143,0.8512464165687561,0,合规/无工人
clean,1,RWL_VID_00001.mp4,550,18.333,0,1,2,0.797953724861145,0.8451589345932007,0,合规/无工人
clean,1,RWL_VID_00001.mp4,551,18.367,0,1,2,0.7772566080093384,0.8074274063110352,0,合规/无工人
clean,1,RWL_VID_00001.mp4,552,18.4,0,1,2,0.7959416508674622,0.8297703266143799,0,合规/无工人
clean,1,RWL_VID_00001.mp4,553,18.433,0,1,2,0.799169659614563,0.8488543033599854,0,合规/无工人
clean,1,RWL_VID_00001.mp4,554,18.467,0,1,2,0.806755542755127,0.8208656311035156,0,合规/无工人
clean,1,RWL_VID_00001.mp4,555,18.5,0,1,2,0.8169472813606262,0.8086200952529907,0,合规/无工人
clean,1,RWL_VID_00001.mp4,556,18.533,0,1,2,0.8225048184394836,0.8056021332740784,0,合规/无工人
clean,1,RWL_VID_00001.mp4,557,18.567,0,1,2,0.8165044188499451,0.8168681263923645,0,合规/无工人
clean,1,RWL_VID_00001.mp4,558,18.6,0,1,2,0.8170419931411743,0.8277148008346558,0,合规/无工人
clean,1,RWL_VID_00001.mp4,559,18.633,0,1,2,0.8189741373062134,0.8659685850143433,0,合规/无工人
clean,1,RWL_VID_00001.mp4,560,18.667,0,1,2,0.8069605231285095,0.86567223072052,0,合规/无工人
clean,1,RWL_VID_00001.mp4,561,18.7,0,1,2,0.799678385257721,0.8345637917518616,0,合规/无工人
clean,1,RWL_VID_00001.mp4,562,18.733,0,1,2,0.7867802977561951,0.8265737891197205,0,合规/无工人
clean,1,RWL_VID_00001.mp4,563,18.767,0,1,2,0.7992885112762451,0.8812233209609985,0,合规/无工人
clean,1,RWL_VID_00001.mp4,564,18.8,0,1,2,0.7962331771850586,0.8926001787185669,0,合规/无工人
clean,1,RWL_VID_00001.mp4,565,18.833,0,1,2,0.7972701787948608,0.8782414793968201,0,合规/无工人
clean,1,RWL_VID_00001.mp4,566,18.867,0,1,2,0.7963760495185852,0.8536965250968933,0,合规/无工人
clean,1,RWL_VID_00001.mp4,567,18.9,0,1,2,0.8039119243621826,0.8378884196281433,0,合规/无工人
clean,1,RWL_VID_00001.mp4,568,18.933,0,1,2,0.8111170530319214,0.8376746773719788,0,合规/无工人
clean,1,RWL_VID_00001.mp4,569,18.967,0,1,2,0.8137035369873047,0.8584079742431641,0,合规/无工人
clean,1,RWL_VID_00001.mp4,570,19.0,0,1,2,0.8178195357322693,0.8585099577903748,0,合规/无工人
clean,1,RWL_VID_00001.mp4,571,19.033,0,1,2,0.8146734833717346,0.859057605266571,0,合规/无工人
clean,1,RWL_VID_00001.mp4,572,19.067,0,1,2,0.8083885908126831,0.8492857217788696,0,合规/无工人
clean,1,RWL_VID_00001.mp4,573,19.1,0,1,2,0.8131930828094482,0.8446683883666992,0,合规/无工人
clean,1,RWL_VID_00001.mp4,574,19.133,0,1,2,0.8129026889801025,0.830221951007843,0,合规/无工人
clean,1,RWL_VID_00001.mp4,575,19.167,0,1,2,0.8076276779174805,0.8104129433631897,0,合规/无工人
clean,1,RWL_VID_00001.mp4,576,19.2,0,1,2,0.8122935891151428,0.8182401061058044,0,合规/无工人
clean,1,RWL_VID_00001.mp4,577,19.233,0,1,2,0.8379274606704712,0.8149707317352295,0,合规/无工人
clean,1,RWL_VID_00001.mp4,578,19.267,0,1,2,0.8465810418128967,0.7685993909835815,0,合规/无工人
clean,1,RWL_VID_00001.mp4,579,19.3,0,1,2,0.8178976774215698,0.7991930246353149,0,合规/无工人
clean,1,RWL_VID_00001.mp4,580,19.333,0,1,2,0.8095747828483582,0.8156702518463135,0,合规/无工人
clean,1,RWL_VID_00001.mp4,581,19.367,0,1,2,0.7565394639968872,0.8221682906150818,0,合规/无工人
clean,1,RWL_VID_00001.mp4,582,19.4,0,1,2,0.8061866760253906,0.8137924075126648,0,合规/无工人
clean,1,RWL_VID_00001.mp4,583,19.433,0,1,2,0.8271201848983765,0.848110556602478,0,合规/无工人
clean,1,RWL_VID_00001.mp4,584,19.467,0,1,2,0.8361613154411316,0.8492467403411865,0,合规/无工人
clean,1,RWL_VID_00001.mp4,585,19.5,0,1,2,0.82841956615448,0.8182310461997986,0,合规/无工人
clean,1,RWL_VID_00001.mp4,586,19.533,0,1,2,0.8273771405220032,0.7859771847724915,0,合规/无工人
clean,1,RWL_VID_00001.mp4,587,19.567,0,1,2,0.8361641764640808,0.8045637011528015,0,合规/无工人
clean,1,RWL_VID_00001.mp4,588,19.6,0,1,2,0.8246182203292847,0.812353253364563,0,合规/无工人
clean,1,RWL_VID_00001.mp4,589,19.633,0,1,2,0.8147725462913513,0.8310917615890503,0,合规/无工人
clean,1,RWL_VID_00001.mp4,590,19.667,0,1,2,0.8062986731529236,0.8324066400527954,0,合规/无工人
clean,1,RWL_VID_00001.mp4,591,19.7,0,1,2,0.8137943744659424,0.8367486000061035,0,合规/无工人
clean,1,RWL_VID_00001.mp4,592,19.733,0,1,2,0.831986665725708,0.8399213552474976,0,合规/无工人
clean,1,RWL_VID_00001.mp4,593,19.767,0,1,2,0.8393996953964233,0.832462728023529,0,合规/无工人
clean,1,RWL_VID_00001.mp4,594,19.8,0,1,2,0.8398481011390686,0.8213323354721069,0,合规/无工人
clean,1,RWL_VID_00001.mp4,595,19.833,0,1,2,0.8429544568061829,0.7975161075592041,0,合规/无工人
clean,1,RWL_VID_00001.mp4,596,19.867,0,1,2,0.8345310091972351,0.8043369054794312,0,合规/无工人
clean,1,RWL_VID_00001.mp4,597,19.9,0,1,2,0.828892707824707,0.8064692616462708,0,合规/无工人
clean,1,RWL_VID_00001.mp4,598,19.933,0,1,2,0.8315552473068237,0.8053935766220093,0,合规/无工人
clean,1,RWL_VID_00001.mp4,599,19.967,0,1,2,0.8350325226783752,0.7955475449562073,0,合规/无工人
clean,1,RWL_VID_00001.mp4,600,20.0,0,1,2,0.8096980452537537,0.7784528732299805,0,合规/无工人
clean,1,RWL_VID_00001.mp4,601,20.033,0,1,2,0.8111337423324585,0.7858506441116333,0,合规/无工人
clean,1,RWL_VID_00001.mp4,602,20.067,0,1,2,0.8085359334945679,0.7855254411697388,0,合规/无工人
clean,1,RWL_VID_00001.mp4,603,20.1,0,1,2,0.8076925873756409,0.7822602987289429,0,合规/无工人
clean,1,RWL_VID_00001.mp4,604,20.133,0,1,2,0.8135223984718323,0.780440092086792,0,合规/无工人
clean,1,RWL_VID_00001.mp4,605,20.167,0,1,2,0.8116946816444397,0.7827014923095703,0,合规/无工人
clean,1,RWL_VID_00001.mp4,606,20.2,0,1,2,0.8105023503303528,0.7799683809280396,0,合规/无工人
clean,1,RWL_VID_00001.mp4,607,20.233,0,1,2,0.8170351982116699,0.7867655754089355,0,合规/无工人
clean,1,RWL_VID_00001.mp4,608,20.267,0,1,2,0.8041184544563293,0.7981590032577515,0,合规/无工人
clean,1,RWL_VID_00001.mp4,609,20.3,0,1,2,0.8031477928161621,0.8001495003700256,0,合规/无工人
clean,1,RWL_VID_00001.mp4,610,20.333,0,1,2,0.802291750907898,0.8102366924285889,0,合规/无工人
clean,1,RWL_VID_00001.mp4,611,20.367,0,1,2,0.802391529083252,0.8144153356552124,0,合规/无工人
clean,1,RWL_VID_00001.mp4,612,20.4,0,1,2,0.8056732416152954,0.8193830251693726,0,合规/无工人
clean,1,RWL_VID_00001.mp4,613,20.433,0,1,2,0.803440511226654,0.8125553727149963,0,合规/无工人
clean,1,RWL_VID_00001.mp4,614,20.467,0,1,2,0.803017258644104,0.8167310357093811,0,合规/无工人
clean,1,RWL_VID_00001.mp4,615,20.5,0,1,2,0.8049526810646057,0.8184563517570496,0,合规/无工人
clean,1,RWL_VID_00001.mp4,616,20.533,0,1,2,0.8054562211036682,0.8265222311019897,0,合规/无工人
clean,1,RWL_VID_00001.mp4,617,20.567,0,1,2,0.8107694983482361,0.8439704775810242,0,合规/无工人
clean,1,RWL_VID_00001.mp4,618,20.6,0,1,2,0.8066401481628418,0.8465020060539246,0,合规/无工人
clean,1,RWL_VID_00001.mp4,619,20.633,0,1,2,0.8113144040107727,0.8459528684616089,0,合规/无工人
clean,1,RWL_VID_00001.mp4,620,20.667,0,1,2,0.8102810382843018,0.8524718880653381,0,合规/无工人
clean,1,RWL_VID_00001.mp4,621,20.7,0,1,2,0.8004364371299744,0.8556963801383972,0,合规/无工人
clean,1,RWL_VID_00001.mp4,622,20.733,0,1,2,0.7982439398765564,0.8619496822357178,0,合规/无工人
clean,1,RWL_VID_00001.mp4,623,20.767,0,1,2,0.795002281665802,0.8642143607139587,0,合规/无工人
clean,1,RWL_VID_00001.mp4,624,20.8,0,1,2,0.7944898009300232,0.8579603433609009,0,合规/无工人
clean,1,RWL_VID_00001.mp4,625,20.833,0,1,2,0.7911781668663025,0.86135333776474,0,合规/无工人
clean,1,RWL_VID_00001.mp4,626,20.867,0,1,2,0.800929605960846,0.8597164154052734,0,合规/无工人
clean,1,RWL_VID_00001.mp4,627,20.9,0,1,2,0.8081451654434204,0.856219470500946,0,合规/无工人
clean,1,RWL_VID_00001.mp4,628,20.933,0,1,2,0.8100070357322693,0.852678120136261,0,合规/无工人
